Cod_ID,UDH_Atlas,NOME_UDH,CODMUN6,NOME_MUN,CODUF,NOME_UF,CODRM,NOME_RM,ANO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBFUND,T_FBMED,T_FBSUPER,T_FLBAS,T_FLFUND,T_FLMED,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,CPR,EMP,P_FORMAL,TRABCC,TRABPUB,TRABSC,P_FUND,P_MED,P_SUPER,REN0,REN1,REN2,REN3,REN5,RENOCUP,THEILtrab,T_ATIV,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M10A17CF,T_MULCHEFEFIF014,T_NESTUDA_NTRAB_MMEIO,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_MULCHEFE,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,HOMEM0A4,HOMEM10A14,HOMEM15A19,HOMEM20A24,HOMEM25A29,HOMEM30A34,HOMEM35A39,HOMEM40A44,HOMEM45A49,HOMEM50A54,HOMEM55A59,HOMEM5A9,HOMEM60A64,HOMEM65A69,HOMEM70A74,HOMEM75A79,HOMENS80,HOMEMTOT,MULH0A4,MULH10A14,MULH15A19,MULH20A24,MULH25A29,MULH30A34,MULH35A39,MULH40A44,MULH45A49,MULH50A54,MULH55A59,MULH5A9,MULH60A64,MULH65A69,MULH70A74,MULH75A79,MULHER80,MULHERTOT,PEA,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESOM1014,PESOM1517,PESOM15M,PESOM25M,PESORUR,PESOTOT,PESOURB,PIA,PIA1014,PIA1517,PIA18M,POP,POPT,MULCHEFEFDOM,DOMVULNERACOMID,POPVULNERAVEL15A24,OCUPMMEIOD,T_FBFUND_tudo,T_FBMED_tudo,T_FBBAS_tudo,T_FLFUND_tudo,T_FLMED_tudo,T_FLBAS_tudo,T_FUND11A13_tudo,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
1240810200007,1240810200007,Redinha / Pajuçara,240810,Natal (RN),24,RN,62400,RM Natal (RN),2010,"69,25","2,51","29,00","31,13","93,33","80,57","51,37","3,88","8,71","6,60","6,55","17,28","6,84","18,46","9,73","21,69","29,23","24,08","96,81","112,29","59,14","9,87","81,63","89,27","34,30","4,15","34,68","74,23","29,06","11,23","78,19","91,18","86,24","28,73","7,02","8,68","73,47","39,19","59,58","44,40","40,22","24,40","29,16","25,74","24,80","2,25","130,67","202,00","300,00","466,67","650,00","0,41","6,55","11,83","22,70","34,57","53,97","69,04","30,08","5,00","46,57","15,33","30,42","53,43","74,01","7,85","6,07","322,80","80,75","971,11","166,75","243,52","371,30","751,68","323,00","34,33","86,76","151,39","0,32","3,77","18,81","9,49","0,59","49,02","1,75","9,90","17,61","0,40","56,47","51,47","3,38","26,25","53,14","33,36","2,94","1,40","30,00","89,91","96,79","99,32","629,62","0,20",,"5,33","31,92","63,20","61,29","72,92",,"33,64","42,61","31,86","14,32","14,50","90,96","92,15","41,83","97,95","99,01","4,69","0,41","40,61","65,32","8,82","33,13","21,56","45,45","7,44","67,65","19,18","3,74","2,78","0,99","35,09","29,94","53,74","14,09",298,382,353,320,341,279,241,211,169,122,67,334,63,51,33,21,13,3298,309,358,361,331,327,256,262,201,180,123,100,308,65,54,42,19,24,3320,,39,146,2556,112,576,442,436,358,4629,458,1365,421,4171,384,907,390,3264,137,139,133,667,1701,257,358,237,2345,1653,0,6618,6618,5369,740,458,4171,6617,,,,,,"122,24","86,48","111,82","91,83","38,59","85,65","73,47","0,444","0,538","0,605","0,505","0,738","0,594"
1240810200008,1240810200008,Pajuçara : Av. Pompéia,240810,Natal (RN),24,RN,62400,RM Natal (RN),2010,"69,36","2,34","28,60","30,76","93,40","80,76","45,40","3,19","9,46","4,16","3,73","12,19","2,85","13,03","5,60","15,82","24,53","17,85","105,81","119,26","69,67","10,29","89,90","94,21","33,93","5,75","41,53","82,89","29,94","12,60","92,75","97,90","93,83","38,98","3,03","10,94","84,69","43,00","69,99","50,96","45,80","27,53","36,34","28,77","26,72","1,04","150,00","233,33","324,00","475,00","605,00","0,37","4,36","6,29","18,06","27,81","46,78","61,90","27,33","5,81","43,21","17,18","33,43","56,79","77,73","6,36","5,03","336,00","97,56","918,22","191,07","272,92","392,49","725,95","336,19","33,70","92,42","159,31","0,26","1,88","22,23","11,13","0,00","44,64","1,54","12,85","18,74","0,30","64,95","58,70","3,67","17,45","57,48","35,79","1,21","1,46","22,76","90,41","97,35","99,50","628,14","0,15",,"2,61","24,27","72,12","69,78","77,97",,"11,81","39,40","25,02","12,95","13,92","96,97","96,18","32,29","96,90","99,86","2,93","0,12","27,70","58,47","2,10","24,32","14,97","35,34","4,40","47,12","11,98","4,91","1,90","0,14","26,26","26,13","46,28","20,08",915,1085,1104,1092,1009,849,822,775,558,376,215,930,165,83,66,48,63,10155,893,1090,1036,1053,1009,952,902,901,658,407,254,933,205,131,96,64,114,10698,,57,326,9535,374,1706,1272,1260,1076,15007,1342,4285,1292,13665,1232,2943,1209,10722,358,396,355,1936,4984,665,1090,630,7782,5693,0,20853,20853,17182,2175,1342,13665,20844,,,,,,"132,68","91,87","121,61","97,90","40,49","94,37","86,81","0,510","0,620","0,637","0,581","0,739","0,601"
1240810200009,1240810200009,Lagoa Nova : Tenente Procópio,240810,Natal (RN),24,RN,62400,RM Natal (RN),2010,"74,61","1,69","16,37","18,09","94,50","84,31","32,54","6,99","10,31","1,56","0,00","10,03","3,04","10,85","4,31","13,55","16,36","13,49","107,24","110,67","93,12","36,38","91,19","94,03","39,29","20,40","43,71","83,59","38,43","15,01","87,67","97,51","94,79","30,37","1,04","9,12","91,81","52,39","84,76","64,87","59,61","51,62","58,80","45,59","42,10","6,35","225,00","340,00","510,00","760,00","1120,50","0,47","1,53","2,18","8,18","15,39","28,61","43,63","37,39","4,85","52,53","14,01","27,62","47,47","73,95","10,67","7,50","607,89","147,27","2273,08","278,63","413,74","603,34","1596,50","607,89","37,83","94,62","175,97","0,39","1,64","21,66","6,50","0,15","55,50","1,02","7,01","20,23","0,45","65,18","53,87","7,81","16,47","71,51","53,23","7,08","1,47","18,57","78,16","88,00","95,89","905,62","0,33",,"8,45","17,74","72,51","68,92","81,86",,"28,24","67,86","24,96","10,41","15,48","100,00","99,71","29,13","98,74","99,57","0,05","0,08","21,79","56,29","2,49","16,73","7,72","25,31","0,89","31,57","9,96","0,56","1,14","0,43","36,62","13,55","36,29","4,42",35,42,74,92,59,71,61,30,21,14,15,31,13,17,7,3,2,587,28,36,64,73,57,56,57,41,19,20,17,34,31,14,18,9,12,586,,7,13,616,10,64,51,40,35,967,73,303,82,894,94,230,101,664,18,6,18,73,210,82,36,36,488,351,0,1173,1173,1045,78,73,894,1171,,,,,,"120,31","119,17","120,09","98,02","50,43","95,93","93,90","0,649","0,709","0,734","0,688","0,827","0,696"
1240810200010,1240810200010,Nova Descoberta,240810,Natal (RN),24,RN,62400,RM Natal (RN),2010,"74,61","1,69","16,37","18,09","94,50","84,31","38,43","8,49","10,31","2,43","0,56","7,88","1,26","8,33","1,80","10,03","16,36","13,49","107,24","110,67","93,12","36,38","91,19","94,03","39,29","20,40","43,71","83,59","38,43","15,01","87,67","97,51","94,79","30,37","1,04","9,12","91,81","52,39","84,76","64,87","59,61","51,62","58,80","45,59","42,10","6,35","225,00","340,00","510,00","760,00","1120,50","0,47","1,53","2,18","8,18","15,39","28,61","43,63","37,39","4,85","52,53","14,01","27,62","47,47","73,95","10,67","7,50","607,89","147,27","2273,08","278,63","413,74","603,34","1596,50","607,89","37,83","94,62","175,97","0,39","1,64","21,66","6,50","0,15","55,50","1,02","7,01","20,23","0,45","65,18","53,87","7,81","16,47","71,51","53,23","7,08","1,47","18,57","78,16","88,00","95,89","905,62","0,33",,"8,45","17,74","72,51","68,92","81,86",,"28,24","67,86","24,96","10,41","15,48","99,75","99,71","29,13","98,74","99,57","0,05","0,08","21,79","56,29","2,49","16,73","7,72","25,31","0,89","31,57","9,96","0,56","1,14","0,43","36,62","13,55","36,29","4,42",218,284,312,417,332,288,248,262,224,157,111,238,128,77,57,39,69,3461,207,270,294,444,389,325,294,309,311,249,196,240,172,120,101,74,105,4100,,47,63,3962,82,452,349,335,263,6104,355,1467,382,5749,421,1112,470,4637,80,101,90,479,1286,642,270,176,3383,2645,0,7561,7561,6658,554,355,5749,7559,,,,,,"120,31","119,17","120,09","98,02","50,43","95,93","93,90","0,649","0,709","0,734","0,688","0,827","0,696"
1240810200011,1240810200011,Ponta Negra: Vila de Ponta Negra / Morro do Careca,240810,Natal (RN),24,RN,62400,RM Natal (RN),2010,"74,31","1,72","16,87","18,55","94,46","84,16","43,70","4,05","10,31","3,31","2,90","10,68","3,65","11,29","5,61","13,31","20,66","14,57","101,11","108,18","81,99","32,05","86,56","88,39","43,10","19,31","57,45","89,47","38,48","10,94","97,19","94,18","92,91","31,32","3,08","8,82","81,17","51,37","77,21","59,36","55,62","47,73","51,62","42,24","40,27","6,76","201,67","324,00","510,00","840,00","1280,00","0,45","2,62","6,28","9,05","21,60","30,49","55,38","33,67","4,74","50,98","13,48","27,54","49,02","69,28","9,99","7,57","589,62","139,87","1985,29","257,39","414,64","633,17","1503,01","589,62","48,94","94,43","170,41","0,37","1,40","24,54","3,80","0,20","54,18","1,65","9,92","23,44","1,50","62,12","50,17","5,92","18,53","69,15","50,93","7,57","0,75","18,00","75,65","87,44","96,49","905,45","0,27",,"5,11","28,16","70,37","65,29","81,22",,"44,71","40,09","23,73","11,83","15,26","99,72","97,33","29,20","99,36","99,90","0,00","0,00","20,37","42,55","5,82","19,79","9,16","32,63","2,54","41,48","10,74","1,03","2,83","0,10","37,02","14,14","43,87","8,22",304,344,310,358,348,298,273,245,187,150,112,331,63,41,31,22,15,3432,271,331,313,412,365,352,294,262,238,149,120,286,80,65,50,27,36,3651,,34,107,3158,117,544,416,412,335,5216,379,1393,356,4837,387,1014,415,3823,123,117,117,631,1554,287,331,193,2763,2038,0,7083,7083,5891,675,379,4837,7075,,,,,,"118,69","106,84","115,49","94,18","48,42","93,20","87,30","0,594","0,694","0,721","0,659","0,822","0,691"
1240810200012,1240810200012,Ponta Negra : Orla / Rua Erivan França,240810,Natal (RN),24,RN,62400,RM Natal (RN),2010,"78,00","1,45","11,12","12,97","95,28","86,71","36,19","6,15","11,10","8,43","2,56","8,35","5,03","8,78","3,31","9,66","14,44","11,03","103,21","108,89","87,37","60,27","87,49","88,96","48,30","24,46","55,61","89,58","40,95","28,14","94,17","94,12","92,92","24,70","1,07","5,36","91,53","68,26","86,56","71,08","67,99","58,78","64,90","54,54","52,47","12,52","333,33","533,33","755,00","1170,00","1586,67","0,44","0,14","0,28","1,97","3,64","11,70","23,53","34,83","5,23","49,94","15,01","29,25","50,06","71,16","9,28","6,65","902,93","235,92","3144,56","441,85","642,71","939,48","2254,67","902,93","66,67","108,91","190,24","0,34","0,34","23,39","3,17","0,15","57,05","1,20","7,41","22,86","2,86","69,82","51,95","9,74","11,90","81,08","65,04","15,30","0,70","10,80","64,94","79,08","89,48","1225,14","0,32",,"1,82","19,57","68,97","68,00","83,55",,"61,57","18,23","24,01","10,07","10,77","100,00","99,43","22,56","100,00","100,00","0,16","0,00","7,11","44,39","5,88","9,39","2,58","23,26","0,91","26,27","3,70","0,27","1,16","0,00","32,85","8,10","100,00","5,89",47,44,58,66,73,55,67,53,46,37,20,51,22,12,10,5,4,670,33,64,67,86,78,56,70,63,45,29,27,50,21,19,12,7,18,745,,2,15,713,11,83,64,64,52,1126,78,277,79,1048,71,199,71,849,17,19,20,107,268,87,64,43,598,445,0,1415,1415,1234,108,78,1048,1415,,,,,,"114,52","135,08","119,95","96,70","60,01","92,92","93,66","0,711","0,782","0,798","0,758","0,883","0,759"
1240810200013,1240810200013,Capim Macio / Ponta Negra / Neópolis / Lagoa Nova / Parque das Dunas / Campus UFRN,240810,Natal (RN),24,RN,62400,RM Natal (RN),2010,"80,75","1,20","7,80","9,13","96,64","90,28","28,70","9,19","11,39","1,27","1,04","1,73","0,59","1,76","0,59","1,99","8,16","7,27","102,44","107,16","92,07","119,32","88,43","89,68","59,96","54,71","67,77","88,27","59,94","34,73","98,70","98,34","95,20","11,57","0,00","3,16","91,25","77,12","94,71","90,51","89,68","76,91","85,14","82,94","82,51","51,16","780,00","1500,00","2380,00","3750,00","5000,00","0,46","0,44",,"1,56","2,10","5,59","12,69","32,73","3,29","49,63","12,05","27,00","50,37","73,23","10,86","8,23","2511,55","413,45","8221,45","1100,22","1876,68","2935,04","6232,36","2511,55","19,72","91,94","172,37","0,44","0,63","13,40","3,55","1,19","70,48","0,63","5,24","14,77","7,61","72,23","44,21","16,77","14,85","94,95","90,34","56,20","2,17","7,07","31,25","43,15","58,62","3377,64","0,52",,"2,48","10,09","59,59","68,16","82,78",,"70,38","30,25","18,31","6,61","10,40","99,89","99,69","6,56","99,65","100,00","0,00","0,00","3,67","32,23","1,66","2,27","0,67","7,21","0,00","7,73","1,75","0,00","0,00","0,00","23,26","2,55","0,00","0,00",757,954,1179,1880,2007,1454,1004,953,1144,1237,1135,758,936,555,369,219,227,16768,740,870,1288,2062,2211,1595,1282,1377,1587,1590,1452,733,1140,673,517,304,508,19929,,45,136,20815,312,1497,1057,1147,902,31885,1346,6409,1499,30539,1819,5063,2036,25476,283,302,314,1516,4359,3372,870,689,17586,14236,0,36697,36697,33709,1824,1346,30539,36568,,,,,,"114,02","110,34","112,87","99,51","77,12","98,13","95,89","0,905","0,860","0,909","0,875","0,929","0,924"
1240810200014,1240810200014,Ponta Negra : Lagoinha,240810,Natal (RN),24,RN,62400,RM Natal (RN),2010,"69,25","2,51","29,00","31,13","93,33","80,57","32,46","1,66","8,71","0,00","0,00","5,58","0,00","6,19","0,00","8,33","29,23","24,08","96,81","112,29","59,14","9,87","81,63","89,27","34,30","4,15","34,68","74,23","29,06","11,23","78,19","91,18","86,24","28,73","7,02","8,68","73,47","39,19","59,58","44,40","40,22","24,40","29,16","25,74","24,80","2,25","130,67","202,00","300,00","466,67","650,00","0,41","6,55","11,83","22,70","34,57","53,97","69,04","30,08","5,00","46,57","15,33","30,42","53,43","74,01","7,85","6,07","322,80","80,75","971,11","166,75","243,52","371,30","751,68","323,00","34,33","86,76","151,39","0,32","3,77","18,81","9,49","0,59","49,02","1,75","9,90","17,61","0,40","56,47","51,47","3,38","26,25","53,14","33,36","2,94","1,40","30,00","89,91","96,79","99,32","629,62","0,20",,"5,33","31,92","63,20","61,29","72,92",,"33,64","42,61","31,86","14,32","14,50","100,00","92,15","41,83","97,95","99,01","4,69","0,41","40,61","65,32","8,82","33,13","21,56","45,45","7,44","67,65","19,18","3,74","2,78","0,99","35,09","29,94","53,74","14,09",12,10,22,18,19,12,7,13,6,5,5,12,5,1,0,0,0,147,11,14,16,21,16,15,8,15,6,11,5,10,3,3,0,1,0,155,,1,7,129,5,20,14,16,15,233,23,77,22,210,20,54,21,156,3,7,3,19,62,5,14,9,120,83,0,302,302,257,24,23,210,302,,,,,,"122,24","86,48","111,82","91,83","38,59","85,65","73,47","0,444","0,538","0,605","0,505","0,738","0,594"
1240810200015,1240810200015,Lagoa Nova : Potilândia,240810,Natal (RN),24,RN,62400,RM Natal (RN),2010,"78,42","1,34","10,59","12,34","95,50","87,28","40,81","16,06","11,12","0,00","0,00","1,66","0,43","1,75","0,76","2,01","12,10","10,62","98,48","100,70","93,94","93,98","88,77","90,71","65,43","48,33","53,14","87,67","59,23","31,75","94,11","95,69","93,06","10,92","0,57","3,70","91,93","81,83","93,18","82,55","80,09","65,48","79,91","70,51","68,33","26,12","462,00","680,00","1000,00","1658,75","2693,33","0,45","0,42","1,08","1,84","3,67","6,77","14,08","33,86","4,95","50,97","14,39","27,92","49,03","72,98","9,41","7,08","1209,07","299,51","4093,81","570,66","817,73","1276,25","3081,18","1209,07","46,31","87,16","174,37","0,35","0,90","21,51","2,71","0,37","62,81","1,18","5,16","18,31","3,45","74,40","49,70","16,20","12,07","90,37","78,31","30,92","0,65","8,51","49,69","65,39","81,17","1770,17","0,40",,"6,19","18,88","67,56","68,18","86,93",,"21,13","26,81","22,65","8,94","14,76","100,00","98,93","15,58","100,00","100,00","0,00","0,30","4,26","46,86","4,31","3,89","1,65","14,31","0,00","7,58","1,36","0,18","0,26","0,00","19,43","2,44","36,06","6,38",34,53,68,84,57,39,49,60,64,58,33,24,25,20,26,16,25,735,31,43,62,92,74,54,67,71,68,57,48,30,51,43,36,33,68,928,,6,14,937,17,80,53,60,33,1448,73,306,79,1375,98,233,112,1142,15,5,14,65,218,267,43,33,824,670,0,1663,1663,1544,96,73,1375,1662,,,,,,"107,14","119,59","111,23","96,45","77,98","95,20","91,93","0,826","0,833","0,842","0,831","0,890","0,806"
1240810200016,1240810200016,Neópolis / Ponta Negra,240810,Natal (RN),24,RN,62400,RM Natal (RN),2010,"78,42","1,34","10,59","12,34","95,50","87,28","29,98","7,16","11,12","0,99","0,43","2,49","0,54","2,60","1,07","3,05","12,10","10,62","98,48","100,70","93,94","93,98","88,77","90,71","65,43","48,33","53,14","87,67","59,23","31,75","94,11","95,69","93,06","10,92","0,57","3,70","91,93","81,83","93,18","82,55","80,09","65,48","79,91","70,51","68,33","26,12","462,00","680,00","1000,00","1658,75","2693,33","0,45","0,42","1,08","1,84","3,67","6,77","14,08","33,86","4,95","50,97","14,39","27,92","49,03","72,98","9,41","7,08","1209,07","299,51","4093,81","570,66","817,73","1276,25","3081,18","1209,07","46,31","87,16","174,37","0,35","0,90","21,51","2,71","0,37","62,81","1,18","5,16","18,31","3,45","74,40","49,70","16,20","12,07","90,37","78,31","30,92","0,65","8,51","49,69","65,39","81,17","1770,17","0,40",,"6,19","18,88","67,56","68,18","86,93",,"21,13","26,81","22,65","8,94","14,76","99,96","98,93","15,58","100,00","100,00","0,00","0,30","4,26","46,86","4,31","3,89","1,65","14,31","0,00","7,58","1,36","0,18","0,26","0,00","19,43","2,44","36,06","6,38",394,517,633,806,929,693,502,461,492,426,436,442,305,193,124,52,81,7486,420,499,645,1017,1032,793,634,651,705,641,590,387,466,253,171,107,215,9226,,63,132,9106,172,807,589,597,485,14053,697,3101,763,13356,888,2404,944,10952,157,167,160,871,2375,1196,499,342,7920,6258,0,16712,16712,15069,1016,697,13356,16684,,,,,,"107,14","119,59","111,23","96,45","77,98","95,20","91,93","0,826","0,833","0,842","0,831","0,890","0,806"
1240810200017,1240810200017,Pitimbu : Conjunto Bancários,240810,Natal (RN),24,RN,62400,RM Natal (RN),2010,"78,00","1,45","11,12","12,97","95,28","86,71","27,01","6,53","11,10","1,14","0,61","2,60","1,09","2,72","0,30","3,12","14,44","11,03","103,21","108,89","87,37","60,27","87,49","88,96","48,30","24,46","55,61","89,58","40,95","28,14","94,17","94,12","92,92","24,70","1,07","5,36","91,53","68,26","86,56","71,08","67,99","58,78","64,90","54,54","52,47","12,52","333,33","533,33","755,00","1170,00","1586,67","0,44","0,14","0,28","1,97","3,64","11,70","23,53","34,83","5,23","49,94","15,01","29,25","50,06","71,16","9,28","6,65","902,93","235,92","3144,56","441,85","642,71","939,48","2254,67","902,93","66,67","108,91","190,24","0,34","0,34","23,39","3,17","0,15","57,05","1,20","7,41","22,86","2,86","69,82","51,95","9,74","11,90","81,08","65,04","15,30","0,70","10,80","64,94","79,08","89,48","1225,14","0,32",,"1,82","19,57","68,97","68,00","83,55",,"61,57","18,23","24,01","10,07","10,77","99,77","99,43","22,56","100,00","100,00","0,16","0,00","7,11","44,39","5,88","9,39","2,58","23,26","0,91","26,27","3,70","0,27","1,16","0,00","32,85","8,10","100,00","5,89",146,230,296,393,333,208,167,197,316,294,173,151,111,56,40,31,31,3173,139,201,322,415,340,271,193,290,405,337,224,149,143,71,88,47,86,3721,,8,64,3773,70,351,237,270,165,5878,329,1426,374,5549,458,1097,460,4452,50,51,64,329,1009,450,201,167,3232,2495,0,6894,6894,6309,431,329,5549,6894,,,,,,"114,52","135,08","119,95","96,70","60,01","92,92","93,66","0,711","0,782","0,798","0,758","0,883","0,759"
1240810200018,1240810200018,Lagoa Nova : Coqueiros,240810,Natal (RN),24,RN,62400,RM Natal (RN),2010,"78,00","1,45","11,12","12,97","95,28","86,71","37,84","8,88","11,10","3,51","3,15","8,44","1,45","8,75","2,22","10,50","14,44","11,03","103,21","108,89","87,37","60,27","87,49","88,96","48,30","24,46","55,61","89,58","40,95","28,14","94,17","94,12","92,92","24,70","1,07","5,36","91,53","68,26","86,56","71,08","67,99","58,78","64,90","54,54","52,47","12,52","333,33","533,33","755,00","1170,00","1586,67","0,44","0,14","0,28","1,97","3,64","11,70","23,53","34,83","5,23","49,94","15,01","29,25","50,06","71,16","9,28","6,65","902,93","235,92","3144,56","441,85","642,71","939,48","2254,67","902,93","66,67","108,91","190,24","0,34","0,34","23,39","3,17","0,15","57,05","1,20","7,41","22,86","2,86","69,82","51,95","9,74","11,90","81,08","65,04","15,30","0,70","10,80","64,94","79,08","89,48","1225,14","0,32",,"1,82","19,57","68,97","68,00","83,55",,"61,57","18,23","24,01","10,07","10,77","99,86","99,43","22,56","100,00","100,00","0,16","0,00","7,11","44,39","5,88","9,39","2,58","23,26","0,91","26,27","3,70","0,27","1,16","0,00","32,85","8,10","100,00","5,89",78,99,103,165,135,109,86,110,80,60,59,94,38,30,22,13,21,1302,77,104,106,167,135,125,100,123,102,96,58,67,70,48,40,27,47,1492,,4,25,1461,34,171,126,129,90,2275,127,541,130,2148,137,414,164,1734,31,39,34,154,452,248,104,62,1244,971,0,2794,2794,2478,203,127,2148,2785,,,,,,"114,52","135,08","119,95","96,70","60,01","92,92","93,66","0,711","0,782","0,798","0,758","0,883","0,759"
1240810200019,1240810200019,Pitimbu / Cidade Satélite / Candelária / Neópolis,240810,Natal (RN),24,RN,62400,RM Natal (RN),2010,"79,19","1,32","9,60","11,20","95,90","88,31","29,95","9,35","11,52","2,03","0,85","1,71","0,46","1,75","0,85","2,02","10,81","7,09","96,48","108,51","72,89","75,55","87,61","90,17","53,68","45,04","66,84","92,88","52,83","21,97","97,11","98,68","96,72","19,87","1,01","2,00","93,44","78,11","96,40","87,67","85,75","76,51","84,72","75,18","73,08","31,80","586,00","910,00","1283,33","2070,00","3152,50","0,42","1,12","4,70","1,69","6,73","6,04","19,40","30,82","4,83","47,43","15,06","29,76","52,57","73,32","8,19","6,30","1460,77","353,09","4501,52","746,71","1073,77","1666,30","3463,96","1460,77","45,55","71,70","176,07","0,33","0,00","17,01","3,14","1,88","65,75","1,42","6,65","17,69","3,67","68,78","48,67","14,12","15,44","93,48","83,66","36,68","0,51","8,50","44,36","56,05","74,35","2057,73","0,42",,"0,00","1,28","64,16","64,98","78,86",,,"0,00","14,30","6,15","7,89","99,95","99,83","8,49","99,73","100,00","0,17","0,00","1,31","33,16","1,32","2,31","0,00","10,44","2,88","12,08","1,35","0,14","0,48","0,00","26,81","2,42","36,00","10,47",617,729,934,1449,1550,1002,817,739,769,911,723,585,582,359,301,166,188,12421,578,669,988,1619,1614,1264,938,977,1262,1182,1008,586,811,495,439,253,367,15050,,0,14,14719,256,1131,818,840,690,23707,1055,4990,1140,22652,1373,3935,1575,18717,249,241,216,1197,3383,2568,669,529,13217,10610,0,27471,27471,25105,1398,1055,22652,27410,,,,,,"111,63","116,09","113,14","98,52","75,48","97,57","95,45","0,877","0,863","0,869","0,868","0,903","0,837"
1240810200020,1240810200020,Lagoa Nova / Nova Descoberta / Morro Branco,240810,Natal (RN),24,RN,62400,RM Natal (RN),2010,"80,59","1,25","8,00","9,33","96,57","90,09","35,70","11,74","10,83","1,88","1,12","3,13","1,03","3,23","0,78","3,67","9,24","8,20","105,64","102,70","113,54","100,86","91,45","90,34","69,48","51,15","66,26","94,63","59,50","34,56","100,00","99,09","97,88","13,98","0,91","6,01","87,83","86,02","93,81","84,93","83,04","75,33","81,16","75,88","74,75","42,08","516,67","1050,00","1916,67","3333,33","5000,00","0,53",,,"1,85","2,59","8,15","13,84","38,23","2,57","55,96","9,24","21,85","44,04","64,66","16,56","12,12","2328,30","298,95","8900,78","776,33","1468,12","2583,15","6514,96","2328,30",,"110,92","173,96","0,56","1,05","15,01","4,01","1,52","68,49","1,55","3,37","18,87","9,09","72,24","44,40","12,77","14,03","90,84","83,14","49,13","1,03","8,34","39,65","47,65","64,67","3169,95","0,60",,"2,33","15,01","56,58","63,68","75,76",,"0,00","22,26","18,45","7,49","12,34","99,93","94,88","11,92","100,00","100,00","0,15","0,00","4,99","33,74","0,91","3,88","1,11","11,62","1,45","10,02","3,61","0,18","1,81","0,00","31,52","3,78","100,00","3,94",651,847,1114,1425,1260,1023,890,887,934,816,672,682,617,451,375,229,299,13172,644,817,1129,1644,1555,1371,1130,1235,1344,1118,945,712,913,634,570,372,578,16711,,39,188,15461,262,1327,951,1025,764,25530,1251,5312,1321,24279,1590,4061,1757,20218,269,256,273,1475,4053,3508,817,610,14538,11765,0,29883,29883,27194,1664,1251,24279,29829,,,,,,"107,56","126,38","112,67","99,09","86,02","99,34","96,04","0,849","0,873","0,901","0,865","0,927","0,912"
